time,frequency,confidence
47.91,81.964,0.542928
47.92,82.533,0.618718
47.93,82.830,0.410638
47.94,82.696,0.281124
47.95,1388.293,0.192294
47.96,1374.385,0.234943
47.97,83.403,0.210006
47.98,83.465,0.161240
47.99,82.456,0.412533
48.00,82.728,0.500437
48.01,83.002,0.627320
48.02,83.240,0.607073
48.03,82.378,0.669317
48.04,82.166,0.710137
48.05,1838.941,0.365305
48.06,1827.736,0.325237
48.07,82.567,0.267907
48.08,83.498,0.605115
48.09,83.719,0.642664
48.10,82.774,0.776248
48.11,81.788,0.770320
48.12,81.850,0.524792
48.13,81.984,0.361043
48.14,82.571,0.367387
48.15,82.425,0.230456
48.16,41.489,0.291201
48.17,82.465,0.396158
48.18,82.301,0.323800
48.19,82.165,0.400591
48.20,82.453,0.563905
48.21,82.372,0.635333
48.22,81.898,0.719008
48.23,81.762,0.630630
48.24,82.803,0.536941
48.25,83.679,0.617509
48.26,82.915,0.587257
48.27,82.369,0.326930
48.28,82.358,0.368085
48.29,82.637,0.491163
48.30,82.882,0.390560
48.31,1389.789,0.141276
48.32,81.786,0.037625
48.33,1968.150,0.031476
48.34,1948.227,0.053777
48.35,82.186,0.193140
48.36,81.772,0.442079
48.37,82.148,0.542189
48.38,82.520,0.382889
48.39,82.314,0.231427
48.40,1828.526,0.238904
48.41,1828.622,0.370511
48.42,1823.580,0.290553
48.43,1410.550,0.038898
48.44,1442.242,0.162481
48.45,82.135,0.311156
48.46,82.607,0.448670
48.47,82.716,0.658466
48.48,83.201,0.174310
48.49,83.303,0.091511
48.50,82.961,0.271629
48.51,82.680,0.683651
48.52,81.755,0.353745
48.53,81.765,0.358344
48.54,82.987,0.403803
48.55,82.835,0.497383
48.56,83.351,0.558290
48.57,83.438,0.505542
48.58,83.741,0.293083
48.59,41.122,0.126502
48.60,39.941,0.450451
48.61,40.158,0.204134
48.62,40.587,0.251368
48.63,40.957,0.072541
48.64,84.759,0.043475
48.65,83.683,0.093236
48.66,83.415,0.111398
48.67,40.490,0.100467
48.68,38.916,0.071381
48.69,38.272,0.131249
48.70,40.708,0.149978
48.71,41.342,0.197043
48.72,41.178,0.176209
48.73,40.816,0.131672
48.74,40.835,0.115030
48.75,40.700,0.130567
48.76,165.850,0.200672
48.77,41.290,0.299449
48.78,41.642,0.076615
48.79,119.098,0.049604
48.80,116.457,0.036852
48.81,83.617,0.080444
48.82,42.232,0.198608
48.83,41.977,0.088989
48.84,84.625,0.093907
48.85,170.385,0.143318
48.86,510.232,0.133846
48.87,104.772,0.182256
48.88,105.704,0.184753
48.89,259.867,0.218615
48.90,257.087,0.355040
48.91,256.244,0.298765
48.92,254.409,0.352636
48.93,123.249,0.211638
48.94,169.970,0.099460
48.95,124.944,0.090303
48.96,166.412,0.047755
48.97,32.621,0.324368
48.98,33.013,0.256782
48.99,166.712,0.117246
49.00,55.244,0.397075
49.01,166.518,0.432223
49.02,166.717,0.823490
49.03,166.673,0.803169
49.04,165.912,0.793127
49.05,163.819,0.617613
49.06,161.759,0.569897
49.07,161.862,0.464714
49.08,164.093,0.139217
49.09,166.204,0.137586
49.10,165.775,0.068796
49.11,164.134,0.400462
49.12,162.419,0.655050
49.13,163.426,0.750537
49.14,166.032,0.396593
49.15,164.735,0.516289
49.16,164.582,0.623515
49.17,167.081,0.573363
49.18,167.809,0.626678
49.19,167.842,0.352890
49.20,164.512,0.356461
49.21,163.817,0.244566
49.22,34.230,0.275590
49.23,42.765,0.168145
49.24,82.676,0.081307
49.25,82.695,0.113165
49.26,83.197,0.152043
49.27,83.435,0.187056
49.28,82.725,0.055226
49.29,34.797,0.219551
49.30,80.662,0.057788
49.31,1218.659,0.073111
49.32,1172.394,0.089656
49.33,1158.174,0.068665
49.34,1171.466,0.053389
49.35,1166.468,0.057484
49.36,82.803,0.233844
49.37,82.482,0.474119
49.38,81.648,0.529579
49.39,81.934,0.222778
49.40,1959.560,0.360300
49.41,1966.198,0.445089
49.42,1975.211,0.123222
49.43,48.580,0.105470
49.44,244.565,0.188921
49.45,1381.331,0.237512
49.46,1397.324,0.458020
49.47,1403.471,0.539931
49.48,1399.940,0.537979
49.49,1404.113,0.308303
49.50,1406.356,0.108571
49.51,1874.640,0.128710
49.52,1852.032,0.324141
49.53,1842.222,0.540615
49.54,1838.515,0.673700
49.55,1829.551,0.703645
49.56,1823.836,0.716656
49.57,1828.871,0.752357
49.58,1834.954,0.759403
49.59,1832.042,0.347724
49.60,1831.962,0.229936
49.61,1254.823,0.114426
49.62,1261.441,0.294051
49.63,1324.906,0.268609
49.64,1328.059,0.341835
49.65,1379.282,0.262334
49.66,1384.969,0.439401
49.67,1397.528,0.378664
49.68,164.532,0.159743
49.69,82.452,0.204600
49.70,82.536,0.338767
49.71,82.670,0.232725
49.72,82.757,0.206812
49.73,1778.316,0.243900
49.74,1779.256,0.280305
49.75,1770.119,0.467520
49.76,1767.133,0.551149
49.77,1761.980,0.636734
49.78,1758.487,0.368373
49.79,1761.014,0.154778
49.80,84.242,0.135497
49.81,82.811,0.187601
49.82,83.082,0.104935
49.83,82.012,0.101792
49.84,39.118,0.098315
49.85,164.697,0.100062
49.86,40.922,0.054307
49.87,163.323,0.077783
49.88,162.744,0.193754
49.89,39.758,0.151783
49.90,82.388,0.249415
49.91,41.986,0.148228
49.92,161.220,0.113906
49.93,160.348,0.170171
49.94,239.409,0.149418
49.95,84.546,0.253203
49.96,84.253,0.108049
49.97,40.833,0.092731
49.98,40.145,0.466361
49.99,40.081,0.390866
50.00,282.845,0.239314
50.01,40.742,0.366586
50.02,40.889,0.270027
50.03,41.041,0.189070
50.04,164.154,0.229582
50.05,164.260,0.300323
50.06,165.343,0.077723
50.07,34.732,0.183448
50.08,39.463,0.181277
50.09,39.789,0.180657
50.10,83.220,0.227958
50.11,83.170,0.382239
50.12,82.774,0.406554
50.13,82.925,0.385558
50.14,40.942,0.554111
50.15,83.023,0.166179
50.16,82.278,0.107148
50.17,84.420,0.106441
50.18,250.584,0.329545
50.19,253.596,0.351109
50.20,82.896,0.222960
50.21,249.732,0.216101
50.22,243.673,0.114135
50.23,248.969,0.043324
50.24,35.183,0.086666
50.25,249.687,0.100274
50.26,250.688,0.409818
50.27,250.745,0.475717
50.28,247.826,0.211648
50.29,279.356,0.130579
50.30,251.191,0.295058
50.31,152.889,0.089008
50.32,154.527,0.046168
50.33,35.561,0.075920
50.34,248.828,0.169223
50.35,249.805,0.140690
50.36,248.937,0.251034
50.37,248.045,0.533706
50.38,249.381,0.682516
50.39,248.232,0.537540
50.40,246.233,0.569536
50.41,246.286,0.605803
50.42,248.421,0.459523
50.43,41.486,0.349362
50.44,123.848,0.223105
50.45,248.799,0.270398
50.46,248.067,0.526594
50.47,246.542,0.291666
50.48,248.519,0.276630
50.49,249.081,0.178256
50.50,248.194,0.243987
50.51,247.862,0.273852
50.52,83.127,0.329878
50.53,82.589,0.452790
50.54,247.957,0.078509
50.55,1134.657,0.044357
50.56,1808.895,0.188498
50.57,162.433,0.217496
50.58,164.454,0.278387
50.59,41.315,0.136494
50.60,1956.823,0.134668
50.61,40.893,0.119527
50.62,40.198,0.219096
50.63,41.317,0.141573
50.64,167.142,0.126318
50.65,1399.381,0.520476
50.66,1399.258,0.185179
50.67,39.518,0.315897
50.68,165.284,0.201385
50.69,167.030,0.168700
50.70,83.161,0.427021
50.71,82.806,0.361753
50.72,82.164,0.307368
50.73,81.639,0.229982
50.74,1791.740,0.247460
50.75,1775.012,0.386394
50.76,1764.710,0.647913
50.77,1760.896,0.694889
50.78,1769.011,0.504615
50.79,1339.873,0.411494
50.80,1350.125,0.586373
50.81,1368.809,0.597408
50.82,1377.083,0.552472
50.83,83.208,0.232226
50.84,249.770,0.222196
50.85,1371.349,0.103473
50.86,248.914,0.145313
50.87,248.415,0.162139
50.88,1835.544,0.168394
50.89,1806.931,0.274445
50.90,1783.925,0.442281
50.91,1779.603,0.654734
50.92,1799.543,0.318172
50.93,1817.775,0.188403
50.94,81.817,0.076331
50.95,165.776,0.177254
50.96,164.631,0.087998
50.97,82.253,0.057797
50.98,250.585,0.260934
50.99,251.861,0.394914
51.00,248.715,0.610451
51.01,249.386,0.528226
51.02,249.138,0.656329
51.03,249.660,0.650873
51.04,249.596,0.672093
51.05,247.959,0.486359
51.06,81.412,0.624796
51.07,82.795,0.438566
51.08,84.294,0.361756
51.09,83.337,0.505250
51.10,83.043,0.573065
51.11,83.128,0.550670
51.12,82.926,0.671198
51.13,82.862,0.572956
51.14,249.159,0.632310
51.15,247.485,0.629215
51.16,249.899,0.442443
51.17,246.470,0.520698
51.18,82.831,0.254634
51.19,82.767,0.379757
51.20,82.038,0.382729
51.21,246.798,0.297916
51.22,249.574,0.328618
51.23,82.263,0.119917
51.24,247.936,0.159529
51.25,248.805,0.230442
51.26,248.711,0.195061
51.27,41.499,0.125261
51.28,247.886,0.355544
51.29,249.202,0.461244
51.30,248.575,0.360472
51.31,83.038,0.283848
51.32,83.220,0.241299
51.33,247.754,0.403023
51.34,247.153,0.448822
51.35,245.801,0.234531
51.36,82.181,0.273400
51.37,82.237,0.459633
51.38,81.404,0.403448
51.39,81.749,0.430976
51.40,82.756,0.425152
51.41,83.939,0.722768
51.42,83.883,0.685429
51.43,83.104,0.384285
51.44,81.332,0.225677
51.45,82.879,0.282617
51.46,83.835,0.285233
51.47,83.322,0.291256
51.48,82.182,0.300941
51.49,248.110,0.282790
51.50,81.781,0.263684
51.51,81.909,0.265189
51.52,134.639,0.156259
51.53,543.922,0.011213
51.54,1417.770,0.007058
51.55,1408.344,0.022397
51.56,947.470,0.035945
51.57,950.720,0.030708
51.58,1376.943,0.012698
51.59,540.187,0.019133
51.60,542.721,0.027031
51.61,1984.652,0.013281
51.62,1972.751,0.021645
51.63,837.740,0.028298
51.64,848.202,0.009604
51.65,628.672,0.005674
51.66,1795.009,0.023418
51.67,1766.279,0.047568
51.68,1744.729,0.151716
51.69,1718.001,0.014170
51.70,1978.601,0.001950
51.71,1068.555,0.006507
51.72,1062.622,0.003863
51.73,1977.618,0.007639
51.74,1369.739,0.012880
51.75,1353.362,0.038884
51.76,82.605,0.021717
51.77,81.741,0.037001
51.78,182.242,0.012501
51.79,564.529,0.025538
51.80,1168.757,0.013276
51.81,1163.736,0.028813
51.82,1147.769,0.037173
51.83,989.208,0.178777
51.84,985.293,0.079783
51.85,1973.224,0.102542
51.86,1976.393,0.362622
51.87,1980.944,0.648481
51.88,1980.621,0.778346
51.89,1978.770,0.580642
51.90,1968.648,0.478300
51.91,1950.915,0.087423
51.92,1934.908,0.039333
51.93,1944.690,0.039532
51.94,548.749,0.028171
51.95,1074.719,0.009132
51.96,1972.187,0.015358
51.97,1964.861,0.019151
51.98,1903.198,0.025928
51.99,1881.753,0.034708
52.00,1870.379,0.018949
52.01,1969.584,0.004823
52.02,988.963,0.007544
52.03,991.162,0.020499
52.04,247.857,0.040743
52.05,246.024,0.094433
52.06,246.062,0.071106
52.07,82.926,0.056062
52.08,545.613,0.046872
52.09,554.639,0.173927
52.10,1672.876,0.118607
52.11,1848.624,0.212273
52.12,1871.886,0.236842
52.13,1940.892,0.138580
52.14,1969.407,0.085635
52.15,1967.668,0.017388
52.16,1127.390,0.015781
52.17,768.918,0.019074
52.18,569.755,0.025274
52.19,570.998,0.058303
52.20,937.757,0.071404
52.21,79.716,0.097042
52.22,81.010,0.171071
52.23,314.621,0.128017
52.24,1591.113,0.456283
52.25,1591.323,0.629167
52.26,1575.528,0.594662
52.27,1571.781,0.354517
52.28,539.824,0.025931
52.29,532.411,0.024421
52.30,567.020,0.168999
52.31,554.574,0.414063
52.32,554.168,0.352729
52.33,552.321,0.295617
52.34,410.896,0.150235
52.35,399.450,0.094093
52.36,1109.858,0.110531
52.37,1115.222,0.119614
52.38,1117.468,0.120008
52.39,1123.486,0.031174
52.40,1063.792,0.008125
52.41,545.916,0.041129
52.42,553.911,0.217016
52.43,1659.623,0.189784
52.44,1645.897,0.179315
52.45,1846.945,0.214890
52.46,1971.848,0.178840
52.47,1979.663,0.144664
52.48,1982.108,0.062346
52.49,32.127,0.026702
52.50,750.174,0.055211
52.51,741.516,0.035756
52.52,1273.498,0.072102
52.53,1033.134,0.236262
52.54,1034.491,0.232526
52.55,313.794,0.221755
52.56,399.606,0.201845
52.57,1581.303,0.605440
52.58,1567.678,0.632442
52.59,1556.303,0.586466
52.60,1501.563,0.148080
52.61,1438.867,0.014542
52.62,536.626,0.021902
52.63,566.772,0.252060
52.64,558.718,0.390617
52.65,551.727,0.348077
52.66,546.976,0.120273
52.67,1044.961,0.206384
52.68,1052.638,0.113563
52.69,1082.272,0.027271
52.70,1093.092,0.057849
52.71,1084.274,0.082086
52.72,1067.659,0.024012
52.73,1054.225,0.005892
52.74,1444.554,0.014065
52.75,552.160,0.072375
52.76,1640.275,0.121970
52.77,1646.675,0.267682
52.78,1640.692,0.217307
52.79,1861.415,0.248943
52.80,1970.627,0.231035
52.81,1981.174,0.184937
52.82,1977.697,0.085820
52.83,742.385,0.097593
52.84,1037.841,0.039763
52.85,1033.075,0.070157
52.86,1032.028,0.227862
52.87,1034.449,0.231940
52.88,349.164,0.120378
52.89,1582.523,0.270739
52.90,1584.207,0.638828
52.91,1569.500,0.602474
52.92,1551.841,0.394791
52.93,1470.476,0.283610
52.94,1426.547,0.015571
52.95,537.566,0.018311
52.96,553.381,0.098631
52.97,550.396,0.102008
52.98,546.565,0.082482
52.99,91.981,0.072661
53.00,97.457,0.111267
53.01,1035.357,0.073588
53.02,1038.035,0.041811
53.03,1050.772,0.009809
53.04,1051.491,0.023407
53.05,1038.537,0.006726
53.06,1436.241,0.004262
53.07,1435.230,0.134352
53.08,1450.701,0.464503
53.09,1469.340,0.156801
53.10,1633.756,0.433806
53.11,1639.267,0.506918
53.12,1682.746,0.448215
53.13,1860.834,0.505884
53.14,1892.023,0.529270
53.15,1895.975,0.510049
53.16,1891.933,0.438515
53.17,1886.421,0.309022
53.18,1840.095,0.338042
53.19,1781.885,0.571221
53.20,1766.194,0.631038
53.21,1717.796,0.165492
53.22,1614.852,0.072984
53.23,578.584,0.014270
53.24,1039.945,0.057918
53.25,96.202,0.189939
53.26,97.180,0.153697
53.27,98.509,0.137048
53.28,333.545,0.092981
53.29,331.882,0.116707
53.30,87.390,0.058660
53.31,83.852,0.032896
53.32,992.371,0.020586
53.33,993.244,0.028032
53.34,985.223,0.018371
53.35,1303.033,0.064332
53.36,1328.959,0.214971
53.37,1423.949,0.354376
53.38,1445.393,0.650868
53.39,1496.303,0.170479
53.40,1641.221,0.467662
53.41,1641.395,0.523469
53.42,1672.980,0.386606
53.43,1884.664,0.411055
53.44,1888.964,0.526689
53.45,1922.054,0.442296
53.46,1933.281,0.495810
53.47,1931.456,0.441809
53.48,1870.696,0.629118
53.49,1868.206,0.708508
53.50,581.039,0.063008
53.51,1042.801,0.015677
53.52,1032.764,0.075975
53.53,96.802,0.091141
53.54,348.879,0.125025
53.55,98.398,0.108988
53.56,99.369,0.076098
53.57,329.060,0.128418
53.58,252.633,0.276825
53.59,1007.324,0.095544
53.60,1009.465,0.049865
53.61,995.420,0.013382
53.62,1301.734,0.086563
53.63,1320.617,0.360628
53.64,1328.701,0.454565
53.65,1422.755,0.463777
53.66,1449.131,0.556477
53.67,1639.764,0.232626
53.68,1614.848,0.523221
53.69,1640.454,0.515633
53.70,1742.824,0.373539
53.71,1868.959,0.504884
53.72,1878.864,0.607303
53.73,1895.717,0.505205
53.74,1904.402,0.542872
53.75,1884.523,0.624581
53.76,1865.950,0.783604
53.77,1870.893,0.647055
53.78,580.091,0.029662
53.79,1042.070,0.024206
53.80,1033.641,0.065274
53.81,97.278,0.072590
53.82,340.296,0.077608
53.83,98.405,0.123745
53.84,348.407,0.164014
53.85,260.118,0.260927
53.86,126.377,0.192363
53.87,82.700,0.160431
53.88,124.225,0.035649
53.89,1253.927,0.054747
53.90,1265.751,0.256091
53.91,1291.405,0.568497
53.92,1306.299,0.543588
53.93,1425.951,0.338863
53.94,1448.348,0.538574
53.95,1644.525,0.382555
53.96,1618.350,0.521006
53.97,1652.044,0.512169
53.98,1749.165,0.350577
53.99,1874.193,0.536636
54.00,1882.729,0.627528
54.01,1896.914,0.504424
54.02,1904.747,0.508457
54.03,1883.994,0.596984
54.04,1865.412,0.765932
54.05,1868.918,0.635057
54.06,581.058,0.055500
54.07,1039.638,0.027294
54.08,1033.077,0.051293
54.09,350.622,0.109605
54.10,347.707,0.122138
54.11,98.932,0.084106
54.12,99.013,0.101117
54.13,253.937,0.205835
54.14,254.949,0.305981
54.15,258.201,0.091744
54.16,966.909,0.025265
54.17,1890.483,0.039570
54.18,1277.934,0.110974
54.19,1317.776,0.421858
54.20,1324.790,0.521695
54.21,1396.467,0.314539
54.22,1437.397,0.560898
54.23,1649.446,0.212847
54.24,1632.248,0.519036
54.25,1642.394,0.564585
54.26,1648.473,0.366961
54.27,1958.588,0.375684
54.28,1932.807,0.341555
54.29,1951.115,0.518822
54.30,1957.149,0.585564
54.31,1953.819,0.565977
54.32,1879.306,0.498868
54.33,1870.792,0.646587
54.34,581.804,0.050547
54.35,1035.047,0.034956
54.36,343.477,0.075218
54.37,349.240,0.100898
54.38,347.637,0.161810
54.39,350.995,0.181417
54.40,105.330,0.138282
54.41,123.943,0.141592
54.42,879.143,0.077167
54.43,990.104,0.030571
54.44,979.337,0.036453
54.45,1901.335,0.024797
54.46,1268.222,0.113032
54.47,1291.818,0.295541
54.48,1314.960,0.651543
54.49,1326.294,0.510936
54.50,1443.581,0.614804
54.51,1506.486,0.187342
54.52,1628.357,0.428743
54.53,1639.592,0.532597
54.54,1660.373,0.415420
54.55,1882.226,0.401980
54.56,1883.026,0.612852
54.57,1894.105,0.512656
54.58,1919.632,0.448297
54.59,1897.058,0.421088
54.60,1868.539,0.682209
54.61,1870.336,0.718800
54.62,1751.621,0.029472
54.63,587.227,0.032283
54.64,1023.615,0.062265
54.65,95.651,0.110054
54.66,97.020,0.109464
54.67,98.552,0.109361
54.68,106.381,0.055710
54.69,105.273,0.076749
54.70,122.247,0.116304
54.71,122.558,0.149448
54.72,121.954,0.150540
54.73,84.093,0.131336
54.74,84.139,0.121466
54.75,82.377,0.272610
54.76,82.824,0.352520
54.77,82.986,0.497829
54.78,82.730,0.485393
54.79,82.129,0.319864
54.80,82.265,0.450306
54.81,82.489,0.471676
54.82,83.203,0.367148
54.83,82.248,0.694739
54.84,82.219,0.600131
54.85,82.000,0.381051
54.86,122.639,0.272906
54.87,82.545,0.454871
54.88,82.293,0.471260
54.89,82.279,0.589538
54.90,82.567,0.294463
54.91,82.623,0.291378
54.92,82.565,0.401895
54.93,82.278,0.408602
54.94,82.656,0.555297
54.95,83.206,0.360401
54.96,170.340,0.138020
54.97,175.205,0.198360
54.98,179.657,0.166733
54.99,182.397,0.226587
55.00,166.151,0.181513
55.01,169.804,0.245101
55.02,168.473,0.199182
55.03,166.002,0.318922
55.04,38.795,0.110753
55.05,81.544,0.086052
55.06,245.104,0.127211
55.07,244.826,0.456296
55.08,243.933,0.216801
55.09,165.663,0.121762
55.10,164.349,0.216014
55.11,164.968,0.414254
55.12,82.302,0.624192
55.13,82.517,0.510217
55.14,82.703,0.413194
55.15,41.310,0.123187
55.16,243.993,0.110558
55.17,242.412,0.315363
55.18,243.027,0.364168
55.19,81.670,0.510236
55.20,82.170,0.731430
55.21,82.592,0.861646
55.22,82.734,0.704331
55.23,82.182,0.509372
55.24,81.804,0.599145
55.25,80.997,0.316225
55.26,81.972,0.214459
55.27,244.783,0.292410
55.28,246.624,0.288159
55.29,246.622,0.469987
55.30,82.105,0.649138
55.31,81.962,0.636347
55.32,81.854,0.346226
55.33,244.814,0.446634
55.34,245.596,0.431069
55.35,245.541,0.295172
55.36,246.010,0.240682
55.37,246.182,0.448022
55.38,246.121,0.230765
55.39,123.123,0.173008
55.40,166.189,0.205935
55.41,166.447,0.175518
55.42,122.450,0.340391
55.43,81.763,0.427922
55.44,243.609,0.438327
55.45,245.215,0.381101
55.46,245.129,0.451874
55.47,245.852,0.304344
55.48,245.918,0.276648
55.49,166.598,0.270191
55.50,168.272,0.248939
55.51,82.697,0.391829
55.52,81.859,0.587142
55.53,81.685,0.636478
55.54,81.982,0.674456
55.55,82.162,0.539436
55.56,82.076,0.628645
55.57,81.972,0.591347
55.58,82.183,0.703605
55.59,82.389,0.703575
55.60,82.610,0.451793
55.61,245.350,0.385001
55.62,245.550,0.424754
55.63,82.246,0.415530
55.64,82.349,0.561080
55.65,82.445,0.556360
55.66,82.406,0.585877
55.67,82.547,0.482739
55.68,82.473,0.496367
55.69,82.838,0.276361
55.70,166.217,0.237269
55.71,167.884,0.284452
55.72,166.303,0.386261
55.73,165.002,0.366233
55.74,165.747,0.399023
55.75,165.748,0.243325
55.76,244.649,0.204937
55.77,82.971,0.169362
55.78,82.367,0.261828
55.79,166.768,0.270304
55.80,168.693,0.314914
55.81,167.775,0.432788
55.82,165.075,0.410315
55.83,163.847,0.319839
55.84,327.447,0.183677
55.85,163.053,0.145780
55.86,161.614,0.491147
55.87,162.121,0.680100
55.88,163.482,0.615257
55.89,164.529,0.577867
55.90,165.137,0.422151
55.91,164.821,0.432619
55.92,327.082,0.201096
55.93,329.633,0.290280
55.94,329.485,0.291699
55.95,328.315,0.170612
55.96,323.280,0.230061
55.97,328.549,0.299744
55.98,324.810,0.207349
55.99,163.140,0.123333
56.00,161.346,0.159093
56.01,161.927,0.175808
56.02,79.964,0.196071
56.03,80.161,0.124566
56.04,40.347,0.119179
56.05,245.735,0.061639
56.06,122.827,0.173316
56.07,134.674,0.092615
56.08,34.772,0.108613
56.09,34.040,0.047105
56.10,82.200,0.048582
56.11,82.928,0.060685
56.12,138.832,0.127850
56.13,135.519,0.053671
56.14,936.764,0.042470
56.15,1837.714,0.047437
56.16,1851.177,0.052486
56.17,929.868,0.125586
56.18,305.272,0.134811
56.19,114.415,0.116645
56.20,56.309,0.040120
56.21,51.005,0.032209
56.22,32.869,0.054425
56.23,132.677,0.085710
56.24,51.054,0.337265
56.25,51.716,0.223689
56.26,134.162,0.282524
56.27,135.150,0.309991
56.28,135.564,0.408331
56.29,267.330,0.340229
56.30,261.976,0.162824
56.31,261.648,0.113272
56.32,253.766,0.053683
56.33,243.015,0.098451
56.34,114.596,0.109699
56.35,115.061,0.180551
56.36,123.133,0.236618
56.37,122.470,0.197305
56.38,121.698,0.174498
56.39,40.281,0.177889
56.40,40.444,0.051853
56.41,980.659,0.089774
56.42,977.246,0.033654
56.43,81.239,0.019938
56.44,243.704,0.316695
56.45,245.724,0.556629
56.46,245.362,0.506184
56.47,246.831,0.279246
56.48,82.470,0.235984
56.49,82.758,0.285384
56.50,82.709,0.131499
56.51,244.878,0.175405
56.52,247.136,0.355572
56.53,251.078,0.257118
56.54,249.634,0.269914
56.55,249.837,0.537538
56.56,246.120,0.311545
56.57,245.155,0.130089
56.58,196.031,0.165699
56.59,259.826,0.234090
56.60,222.543,0.079779
56.61,240.240,0.108137
56.62,239.618,0.158941
56.63,180.039,0.192452
56.64,181.343,0.471815
56.65,182.088,0.394898
56.66,203.369,0.167864
56.67,203.625,0.117941
56.68,205.384,0.107072
56.69,204.959,0.056390
56.70,202.554,0.033726
56.71,201.881,0.030198
56.72,202.044,0.147304
56.73,184.425,0.095807
56.74,181.461,0.057284
56.75,255.181,0.140552
56.76,243.346,0.206230
56.77,242.188,0.182590
56.78,242.728,0.327056
56.79,40.690,0.245292
56.80,40.740,0.266110
56.81,246.422,0.393000
56.82,247.321,0.330998
56.83,82.424,0.502131
56.84,82.304,0.394547
56.85,243.301,0.464463
56.86,241.499,0.441388
56.87,243.556,0.545008
56.88,244.377,0.605316
56.89,246.224,0.671729
56.90,246.993,0.735993
56.91,245.788,0.652417
56.92,244.285,0.547935
56.93,244.605,0.345482
56.94,124.125,0.103991
56.95,124.055,0.019538
56.96,123.867,0.043917
56.97,123.549,0.334713
56.98,250.001,0.625913
56.99,250.137,0.572781
57.00,244.549,0.445869
57.01,244.044,0.326976
57.02,246.310,0.313316
57.03,247.965,0.199880
57.04,245.655,0.357131
57.05,246.345,0.402597
57.06,246.074,0.477787
57.07,244.775,0.460562
57.08,244.806,0.289914
57.09,81.943,0.442627
57.10,243.618,0.408812
57.11,40.703,0.289715
57.12,246.377,0.342230
57.13,247.044,0.182972
57.14,245.584,0.281802
57.15,40.737,0.323666
57.16,245.027,0.138785
57.17,40.906,0.176358
57.18,245.158,0.253918
57.19,242.766,0.189815
57.20,325.962,0.234849
57.21,324.329,0.362012
57.22,324.079,0.525717
57.23,324.479,0.435990
57.24,254.394,0.187644
57.25,252.194,0.199901
57.26,83.359,0.240611
57.27,245.705,0.325593
57.28,243.183,0.458158
57.29,241.927,0.179879
57.30,235.554,0.116572
57.31,324.730,0.140389
57.32,325.089,0.107621
57.33,124.191,0.076532
57.34,1063.638,0.016431
57.35,1049.755,0.039436
57.36,1050.036,0.064744
57.37,324.831,0.098325
57.38,323.476,0.139290
57.39,323.968,0.172680
57.40,341.165,0.267984
57.41,342.429,0.166042
57.42,1054.630,0.127601
57.43,324.961,0.117038
57.44,326.848,0.277487
57.45,327.461,0.325995
57.46,327.521,0.365518
57.47,324.944,0.318561
57.48,323.482,0.368111
57.49,325.507,0.614879
57.50,324.983,0.520082
57.51,326.818,0.201746
57.52,250.302,0.107466
57.53,247.394,0.135157
57.54,326.986,0.312832
57.55,326.555,0.308178
57.56,325.787,0.255940
57.57,327.998,0.182944
57.58,327.295,0.401663
57.59,166.145,0.222018
57.60,165.294,0.212537
57.61,165.589,0.207717
57.62,165.738,0.089993
57.63,167.187,0.055120
57.64,246.085,0.182616
57.65,162.826,0.138045
57.66,327.864,0.208101
57.67,166.651,0.273623
57.68,165.171,0.383223
57.69,164.039,0.288950
57.70,321.874,0.197083
57.71,326.934,0.286170
57.72,322.735,0.196003
57.73,321.857,0.356324
57.74,322.227,0.318272
57.75,246.368,0.145914
57.76,245.524,0.101389
57.77,243.102,0.081655
57.78,241.612,0.416260
57.79,242.380,0.570090
57.80,242.837,0.505216
57.81,245.064,0.743164
57.82,246.017,0.757243
57.83,246.374,0.624801
57.84,245.923,0.503342
57.85,245.864,0.313800
57.86,326.636,0.431081
57.87,327.253,0.502825
57.88,326.241,0.619282
57.89,327.325,0.305058
57.90,327.596,0.216154
57.91,328.174,0.217780
57.92,326.691,0.278775
57.93,325.142,0.284141
57.94,325.359,0.283928
57.95,325.039,0.169884
57.96,328.171,0.215860
57.97,1226.876,0.102319
57.98,1750.040,0.093588
57.99,1742.188,0.380698
58.00,1721.348,0.241627
58.01,1721.470,0.434804
58.02,1709.197,0.366814
58.03,1689.791,0.439955
58.04,1686.174,0.426912
58.05,1690.528,0.207391
58.06,1684.567,0.104550
58.07,1690.076,0.219455
58.08,247.805,0.335425
58.09,248.575,0.585152
58.10,246.849,0.412878
58.11,1705.585,0.248425
58.12,1684.689,0.260247
58.13,1677.301,0.153062
58.14,242.311,0.214380
58.15,240.296,0.349130
58.16,240.223,0.671134
58.17,242.421,0.608296
58.18,244.283,0.309151
58.19,1685.983,0.113124
58.20,245.693,0.182307
58.21,1688.479,0.140364
58.22,1689.767,0.223926
58.23,1752.814,0.444043
58.24,1756.747,0.490191
58.25,1763.026,0.460787
58.26,1763.036,0.587416
58.27,1760.025,0.570802
58.28,1763.998,0.473731
58.29,1774.567,0.206040
58.30,89.043,0.091938
58.31,974.887,0.046607
58.32,240.817,0.047821
58.33,241.342,0.062016
58.34,1689.917,0.079617
58.35,327.159,0.134653
58.36,1229.694,0.065600
58.37,1827.659,0.132274
58.38,1853.568,0.261518
58.39,1889.874,0.369311
58.40,1964.481,0.425456
58.41,1976.380,0.671415
58.42,1982.749,0.740568
